canonical_item_code	standard_item_name	standard_sku_name	minimal_required_specs	standard_uom	source_uoms	unit_resolution	brand	aliases	removed_default_fields	default_fill_basis	merged_from_item_codes	merged_count	merge_reasons	governance_reasons	target
SPARE-000001	铁钉	铁钉 2寸	长度：2寸；直径：2.5mm	千克	千克	来源单位一致		2寸铁钉	材质：铁；表面处理：无	直径根据常见规格推断：2寸铁钉线径2.5mm	SPARE-000001	1		原始只有长度，补充常见直径；单位从斤统一为千克	紧固件与连接件/钉类/铁钉
SPARE-000053	铁钉	铁钉 3寸	长度：3寸；直径：3.0mm	千克	千克	来源单位一致		3寸铁钉	材质：铁；表面处理：无	直径根据常见规格推断：3寸铁钉线径3.0mm	SPARE-000053	1		原始只有长度，补充常见直径；单位从KG统一为千克	紧固件与连接件/钉类/铁钉
MAT-CEM-000009	水泥钉	水泥钉 25mm	长度：25mm	盒	盒	来源单位一致		水泥钉	类型：水泥钉	原始缺失规格，按常见水泥钉规格推断长度为25mm（1寸）	MAT-CEM-000009	1		原始缺失规格，仅保留长度作为最小关键规格；删除冗余的类型字段；按常见规格推断长度	紧固件与连接件/钉类/水泥钉
MAT-CEM-000017	水泥钉	水泥钉 40mm	长度：40mm	盒	盒	来源单位一致		水泥钉40mm；水泥钉			MAT-CEM-000017	1		保留原始长度规格，删除冗余信息	紧固件与连接件/钉类/水泥钉
FAST-000118	螺杆	螺杆 M10*30 8.8级	规格：M10*30；强度等级：8.8	个	个	来源单位一致		8.8级M10*30螺丝杆；螺丝杆；螺杆		单位从套统一为个	FAST-000118	1		保留规格和强度等级，统一单位	紧固件与连接件/螺杆/丝杆/螺杆
FAST-000029	螺杆	螺杆 M10*50	规格：M10*50	个	个	来源单位一致		螺杆10*50；螺杆			FAST-000029	1		保留规格口径和长度	紧固件与连接件/螺杆/丝杆/螺杆
SPARE-000057	螺杆	螺杆 M14*200	规格：M14*200	个	个	来源单位一致		14*200长螺杆；长螺杆；螺杆	类型：长螺杆	规格中缺M前缀，按标准螺杆命名为M14*200；单位从套统一为个	SPARE-000057	1		推断口径为M14，删除冗余描述，统一单位	紧固件与连接件/螺杆/丝杆/螺杆
FAST-000020	螺杆	螺杆 M16*60	规格：M16*60	个	个	来源单位一致		16*60螺杆；螺杆			FAST-000020	1		保留规格口径和长度	紧固件与连接件/螺杆/丝杆/螺杆
FAST-000018	螺杆	螺杆 M20*50	规格：M20*50	个	个	来源单位一致		20*50螺杆；螺杆		单位从套统一为个	FAST-000018	1		保留规格口径和长度，删除冗余默认单位差异	紧固件与连接件/螺杆/丝杆/螺杆
FAST-000017	螺杆	螺杆 M20*70	规格：M20*70	个	个	来源单位一致		20*70螺杆；螺杆		单位从套统一为个	FAST-000017	1		保留规格口径和长度，删除冗余默认单位差异	紧固件与连接件/螺杆/丝杆/螺杆
FAST-000040	螺杆	螺杆 M48*120	规格：M48*120	个	个	来源单位一致		48*120螺杆；M48*120螺杆；螺杆		单位从支统一为个	FAST-000040	1		保留规格口径和长度，统一单位	紧固件与连接件/螺杆/丝杆/螺杆
METAL-000116	钢钉	钢钉 25mm	长度：25mm；材质：钢；直径：2.0mm（常见默认）	盒	盒	来源单位一致		钢钉25mm；钢钉		原始缺失直径，根据常见规格默认直径2.0mm	METAL-000116	1		补充直径默认值2.0mm，单位保留盒，别名保留	紧固件与连接件/钉类/钢钉
FAST-000031	螺母	螺母 M10	规格：M10	个	个	来源单位一致		M10螺母			FAST-000031	1		仅保留规格M10，材质和强度等级缺失，未补全避免误导	紧固件与连接件/螺母/螺母
SPARE-000049	螺母	螺母 M14	规格：M14	个	个	来源单位一致		14螺母		原始规格为14，推断为公制规格M14	SPARE-000049	1		规格14推断为M14，仅保留规格，材质和强度等级缺失	紧固件与连接件/螺母/螺母
FAST-000021	螺母	螺母 M16	规格：M16	个	个	来源单位一致		16螺母；M16螺母		原始规格为16，推断为公制规格M16	FAST-000021；SPARE-000056	2	与SPARE-000056规格同为M16，均无材质强度，疑似重复；与FAST-000021规格同为M16，均无材质强度，疑似重复	仅保留规格M16，材质和强度等级缺失，未补全避免误导；规格16推断为M16，仅保留规格，材质和强度等级缺失	紧固件与连接件/螺母/螺母
FAST-000019	螺母	螺母 M20	规格：M20	个	个	来源单位一致		20螺母；M20螺母			FAST-000019	1		仅保留规格M20，材质和强度等级缺失，未补全避免误导，采购可根据规格判断	紧固件与连接件/螺母/螺母
SPARE-000080	螺母	螺母 M22	规格：M22	个	个	来源单位一致		22螺母		原始规格为22，推断为公制规格M22	SPARE-000080	1		规格22推断为M22，仅保留规格，材质和强度等级缺失	紧固件与连接件/螺母/螺母
FAST-000056	螺母	螺母 M27	规格：M27	个	个	来源单位一致		m27螺母；M27螺母			FAST-000056；SPARE-000069	2	与SPARE-000069规格同为M27，均无材质强度，疑似重复；与FAST-000056规格同为M27，均无材质强度，疑似重复	仅保留规格M27，材质和强度等级缺失，未补全避免误导	紧固件与连接件/螺母/螺母
FAST-000081	螺母	螺母 M30	强度等级：12.9；规格：M30	个	个	来源单位一致		12.9级螺母M30；高强度螺母	强度描述：高强度（可选字段）		FAST-000081	1	因强度等级不同，不与其他M30重复	保留强度等级12.9和规格M30，删除可选字段强度描述	紧固件与连接件/螺母/螺母
FAST-000065	螺母	螺母 M30	规格：M30	个	个	来源单位一致		30螺母；M30螺母			FAST-000065；SPARE-000066	2	与SPARE-000066规格同为M30，均无材质强度，疑似重复；与FAST-000065规格同为M30，均无材质强度，疑似重复	仅保留规格M30，材质和强度等级缺失，未补全避免误导	紧固件与连接件/螺母/螺母
SPARE-000040	螺母	螺母 M4	规格：M4	个	个	来源单位一致		M4螺母			SPARE-000040	1		仅保留规格M4，材质和强度等级缺失，未补全避免误导	紧固件与连接件/螺母/螺母
FAST-000041	螺母	螺母 M48	规格：M48	个	个	来源单位一致		48螺母；M48螺母	原单位：支，统一为个	原单位为支，螺母标准单位为个	FAST-000041	1		仅保留规格M48，材质和强度等级缺失，原单位由支改为个	紧固件与连接件/螺母/螺母
METAL-000154	螺母	螺母 M5	材质：不锈钢；规格：M5	个	个	来源单位一致		不锈钢M5螺母；不锈钢螺母	原单位：只，统一为个	原单位为只，螺母标准单位为个	METAL-000154	1		保留材质不锈钢和规格M5，删除原单位只改为个	紧固件与连接件/螺母/螺母
SPARE-000041	螺母	螺母 M5	规格：M5	个	个	来源单位一致		M5螺母			SPARE-000041	1		仅保留规格M5，材质和强度等级缺失，未补全避免误导；与METAL-000154材质不同，不重复	紧固件与连接件/螺母/螺母
FAST-000076	螺母	螺母 M6	材质：304不锈钢；规格：M6	个	个	来源单位一致		304螺帽M6；不锈钢螺母	原单位：只，统一为个	原单位为只，螺母标准单位为个	FAST-000076	1		保留材质304不锈钢和规格M6，删除原单位只改为个	紧固件与连接件/螺母/螺母
SPARE-000081	卡簧	卡簧 40	规格：40；类型：内卡簧	个	个	来源单位一致		40卡簧；卡簧	类型：卡簧	原始无内/外卡簧类型，按最常见的内卡簧填充	SPARE-000081	1		仅一条SKU，规格40，缺失内外类型，按内卡簧默认补齐；删除冗余类型字段。	紧固件与连接件/销/卡簧/卡簧
FAST-000099	全螺纹丝杆	全螺纹丝杆 M12×1000 10.9级	直径：M12；长度：1000mm；强度等级：10.9；材质：碳钢（推定）；表面处理：发黑（推定）	根	根	来源单位一致		10.9级M12*1m全牙丝杆；全螺纹丝杆	螺纹形式：全牙（默认）	缺失材质按常见碳钢推定；缺失表面处理按常见发黑推定	FAST-000099	1		规格明确，强度等级已标注	紧固件与连接件/螺杆/丝杆/全螺纹丝杆
FAST-000071	全螺纹丝杆	全螺纹丝杆 M14×700	直径：M14；长度：700mm；材质：碳钢（推定）；表面处理：发黑（推定）	根	根	来源单位一致		通丝14*700；通丝螺杆；螺杆	螺纹形式：全牙（默认）；类型：通丝（默认）；原单位：只（调整为根）	规格14*700推断为M14×700；缺失材质按常见碳钢推定；缺失表面处理按常见发黑推定	FAST-000071	1		规格14*700推断为M14×700；缺失材质和表面处理按常见推定	紧固件与连接件/螺杆/丝杆/全螺纹丝杆
FAST-000080	全螺纹丝杆	全螺纹丝杆 M30×1000 12.9级	直径：M30；长度：1000mm；强度等级：12.9；材质：碳钢（推定）；表面处理：发黑（推定）	根	根	来源单位一致		12.9级全牙螺杆M30*1m；高强度全牙螺杆；螺杆	螺纹形式：全牙（默认）；强度描述：高强度（冗余）	缺失材质按常见碳钢推定；缺失表面处理按常见发黑推定	FAST-000080	1		规格明确，强度等级已标注	紧固件与连接件/螺杆/丝杆/全螺纹丝杆
MAT-000181	万向脚轮	万向脚轮 3寸	尺寸：3寸；刹车：无	个	个	来源单位一致		万向轮；万向脚轮；万向车轮	类型：万向轮；原单位：只，统一为个；类型：万向脚轮	缺失尺寸和刹车配置，根据常见采购规格推断为3寸无刹车，生成常用初始SKU。	MAT-000181；MAT-000201	2	与MAT-000201标准SKU名和最小规格一致，疑似重复。；与MAT-000181标准SKU名和最小规格一致，疑似重复。	删除默认类型字段，统一单位，推断尺寸和刹车以形成可读SKU。	设备备件/传动件/万向脚轮
MAT-000210	万向脚轮	万向脚轮 3寸 带刹车	尺寸：3寸；刹车：有	个	个	来源单位一致		万向轮带刹车；万向脚轮；3寸转向轮带刹车；转向轮	类型：万向轮；原单位：只，统一为个；原单位：个，已统一；规格：3寸；特征：带刹车（已合并到刹车字段）；配置：带刹车（重复）	缺失尺寸，根据常见采购规格推断为3寸，刹车配置保留原值。；原始规格已包含尺寸和刹车，直接使用。	MAT-000210；SPARE-000037	2	与SPARE-000037标准SKU名和最小规格一致，疑似重复。；与MAT-000210标准SKU名和最小规格一致，疑似重复。	删除默认类型字段，统一单位，推断尺寸以形成可读SKU。；去除冗余字段，统一单位，标准化字段名。	设备备件/传动件/万向脚轮
METAL-000115	钢销	钢销 14mm*1m	直径：14mm；长度：1m；材质：钢	根	根	来源单位一致		钢销14mm*1m；钢销			METAL-000115	1		保留关键规格直径、长度、材质，按规格生成标准名称。	紧固件与连接件/销/卡簧/钢销
SPARE-000062	定向脚轮	定向脚轮 4寸	规格：4寸；刹车：无	个	个	来源单位一致		4寸定向轮；定向轮	类型：定向轮		SPARE-000062	1		保留规格和刹车状态，删除冗余类型字段；材质未提供暂不补齐。	设备备件/传动件/定向脚轮
SPARE-000063	定向脚轮	定向脚轮 4寸 带刹车	规格：4寸；刹车：有	个	个	来源单位一致		4寸定向轮刹；定向轮	类型：定向轮；配置：带刹车		SPARE-000063	1		保留规格和刹车状态，删除冗余的类型和配置字段；材质未提供暂不补齐。	设备备件/传动件/定向脚轮
MAT-000143	弹性销	弹性销 M4*28	直径：M4；长度：28；材质：弹簧钢	只	只	来源单位一致		弹性销M4*28；弹性销		材质未指定，按最常见弹性销材质弹簧钢补齐	MAT-000143	1		保留直径和长度作为关键规格；材质按默认补齐；无品牌；无重复	紧固件与连接件/销/卡簧/弹性销
MAT-000144	弹性销	弹性销 M6*28	直径：M6；长度：28；材质：弹簧钢	只	只	来源单位一致		弹性销M6*28；弹性销		材质未指定，按最常见弹性销材质弹簧钢补齐	MAT-000144	1		保留直径和长度作为关键规格；材质按默认补齐；无品牌；无重复	紧固件与连接件/销/卡簧/弹性销
SPARE-000108	传动皮带	传动皮带 1041	型号：1041	条	条	来源单位一致		皮带1041；传动皮带		单位统一为条，原单位为支	SPARE-000108	1		型号唯一，单位从支统一为条	设备备件/传动件/传动皮带
SPARE-000085	传动皮带	传动皮带 BLI1753	型号：BLI1753	条	条	来源单位一致		Bli1753皮带；传动皮带		单位保持原条	SPARE-000085	1		型号唯一，单位保持原条	设备备件/传动件/传动皮带
SPARE-000095	传动皮带	传动皮带 XPL2650	型号：XPL2650	条	条	来源单位一致		XPL2650皮带；传动皮带		单位统一为条，原单位为个	SPARE-000095	1		型号唯一，单位从个统一为条	设备备件/传动件/传动皮带
SPARE-000094	传动皮带	传动皮带 XPL2800	型号：XPL2800	条	条	来源单位一致		XPL2800皮带；传动皮带		单位统一为条，原单位为个	SPARE-000094	1		型号唯一，单位从个统一为条	设备备件/传动件/传动皮带
MAT-000217	开口销	开口销 M3*60	规格：M3*60	只	只	来源单位一致		开口销m3*60；开口销	类型：开口销		MAT-000217	1		保留规格字段，删除默认类型描述；材质未指定，按常见默认处理，不纳入最小规格。	紧固件与连接件/销/卡簧/开口销
CHEM-000122	平板输送带	平板输送带 1m*10mm	材质：橡胶；宽度：1m；厚度：10mm	件	件	来源单位一致		橡胶平板输送带1m*10mm;橡胶平板输送带		长度、层数、强度等级缺失，无法补齐	CHEM-000122	1		原始缺失长度、层数、强度等级，仅保留已知材质、宽度、厚度	设备备件/传动件/平板输送带
SPARE-000131	叶轮	叶轮 QJB-2/8	适配型号：QJB-2/8	个	个	来源单位一致		叶轮QJB-2/8；叶轮	部件：叶轮		SPARE-000131	1		保留适配型号，删除冗余字段	设备备件/传动件/叶轮
SPARE-000130	叶轮	叶轮 QJB-4/6	适配型号：QJB-4/6	个	个	来源单位一致		叶轮QJB-4/6；叶轮	部件：叶轮		SPARE-000130	1		保留适配型号，删除冗余字段	设备备件/传动件/叶轮
SPARE-000132	叶轮	叶轮 QJB-5/8	适配型号：QJB-5/8	个	个	来源单位一致		叶轮QJB-5/8；叶轮	部件：叶轮		SPARE-000132	1		保留适配型号，删除冗余字段	设备备件/传动件/叶轮
SPARE-000125	叶轮	叶轮 QJB-960S	适配型号：QJB-960S；材质：不锈钢	个	个	来源单位一致		不锈钢搅拌机叶轮QJB-960S；搅拌机叶轮	单位：只 -> 个		SPARE-000125	1		保留适配型号和材质，去除冗余单位	设备备件/传动件/叶轮
