merged_item_code,governance_grade,priority,issue_type,standard_name,canonical_group_path,specs,unit,missing_specs,governance_reason,next_action,source_rows,alias_names
REVIEW-MAT-02072,C,medium,needs_human_review,中性笔,行政办公与清洁/办公用品/文具书写,类型: 中性笔,支,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:3247,中性笔
REVIEW-MAT-02073,C,medium,specs_conflict,对丝接头,液压气动/液压管路/高压胶管,螺纹/规格: 36*2H；类型: 对丝接头,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3248,36*2H对丝接头
REVIEW-MAT-02074,C,medium,specs_conflict,高压弯头,液压气动/液压管路/高压胶管,螺纹/规格: 36*2；结构: 双H；类型: 弯头,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3249,36*2双H弯头
REVIEW-MAT-02075,C,medium,specs_conflict,变径对丝接头,液压气动/液压管路/高压胶管,规格: 1寸/36*2H；类型: 变径对丝,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3250,1寸/36*2H变径对丝接头
REVIEW-MAT-02076,D,high,alias_conflict,架子管,工程建材/其他/脚手架管,长度: 6m；类型: 架子管,根,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,存在阻塞冲突，不能自动放行。,先解决别名、单位或分组冲突，不要自动创建物料。,Sheet1:3252,架子管6m
REVIEW-MAT-02077,C,medium,needs_human_review,冲凿套装,工具器具/其他/冲凿工具,品牌: 上匠；件数: 12件,套,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3254,上匠冲凿12件套
REVIEW-MAT-02078,C,medium,specs_conflict,不锈钢内外丝球阀,阀门/通用阀门/球阀,材质: 304不锈钢；规格: 4分；连接: 内外丝,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3255,304不锈钢4分内外丝球阀
REVIEW-MAT-02079,C,medium,specs_conflict,不锈钢内外丝球阀,阀门/通用阀门/球阀,材质: 304不锈钢；规格: 3分；连接: 内外丝,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3256,304不锈钢3分内外丝球阀
REVIEW-MAT-02080,C,medium,specs_conflict,不锈钢内丝球阀,阀门/通用阀门/球阀,材质: 304不锈钢；规格: 4分；连接: 内丝,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3257,304不锈钢4分内丝球阀
REVIEW-MAT-02081,C,medium,specs_conflict,不锈钢内丝球阀,阀门/通用阀门/球阀,材质: 304不锈钢；规格: 3分；连接: 内丝,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3258,304不锈钢3分内丝球阀
REVIEW-MAT-02082,C,medium,needs_human_review,不锈钢宝塔球阀,阀门/通用阀门/球阀,材质: 304不锈钢；规格: 2分-12mm；连接: 宝塔,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3259,304不锈钢2分-12mm宝塔球阀
REVIEW-MAT-02083,C,medium,specs_conflict,不锈钢直通快插接头,液压气动/液压接头/液压接头,材质: 304不锈钢；型号: QS-1/4-12；类型: 直通快插,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3260,304不锈钢直通快插接头QS-1/4-12
REVIEW-MAT-02084,C,medium,specs_conflict,不锈钢直通快插接头,液压气动/液压接头/液压接头,材质: 304不锈钢；型号: QS-1/4-10；类型: 直通快插,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3261,304不锈钢直通快插接头QS-1/4-10
REVIEW-MAT-02085,C,medium,specs_conflict,不锈钢直通快插接头,液压气动/液压接头/液压接头,材质: 304不锈钢；型号: QS-1/4-8；类型: 直通快插,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3262,304不锈钢直通快插接头QS-1/4-8
REVIEW-MAT-02086,C,medium,needs_human_review,自紧钻夹头,工具器具/电动工具/电钻角磨机,品牌: 马牌；夹持范围: 0.3-16；接口: B18,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号/规格和适用设备。,Sheet1:3263,马牌自紧钻夹头0.3-16B18
REVIEW-MAT-02087,C,medium,needs_human_review,铅笔,行政办公与清洁/办公用品/文具书写,规格: 2B,支,,存在低精度或人工复核标记，需要补齐信息。,确认规格、品牌和包装单位。,Sheet1:3264,2B铅笔
REVIEW-MAT-02088,C,medium,missing_specs,速凝型堵漏剂,工程建材/保温防水/防水堵漏,品牌: 牛元；特性: 速凝型,箱,至少一个: 规格；型号；材质；厚度；尺寸；包装规格；强度等级,未满足当前分组的关键规格模板。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3265,牛元速凝型堵漏剂
REVIEW-MAT-02089,C,medium,needs_human_review,不锈钢焊条,焊接焊割/焊接耗材/焊条焊丝,材质: 不锈钢；直径: Φ2.5,包,,存在低精度或人工复核标记，需要补齐信息。,确认型号、直径/规格、材质和包装。,Sheet1:3266,不锈钢焊条Φ2.5
REVIEW-MAT-02090,C,medium,needs_human_review,7号电池,电气与自动化/电源电池/电源电池,品牌: 南孚；规格: 7号,节,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3268,南孚电池7号
REVIEW-MAT-02091,C,medium,needs_human_review,RVVP屏蔽线,电气与自动化/电线电缆与敷设/电线电缆,型号: RVVP；规格: 3*1.5；特性: 屏蔽,米,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3270,RVVP屏蔽线3*1.5
REVIEW-MAT-02092,C,medium,missing_specs,弹簧式安全阀,阀门/其他/安全阀,结构: 弹簧式；公称通径: DN20,个,至少一个: 类型；规格；材质；型号,未满足当前分组的关键规格模板。,确认类型、规格、材质和安全等级。,Sheet1:3273,弹簧式安全阀DN20
REVIEW-MAT-02093,C,medium,needs_human_review,铜内丝管接,管道管件/其他/铜管件,材质: 铜；连接: 内丝；规格: 20,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3274,铜内丝管接20
REVIEW-MAT-02094,C,medium,needs_human_review,焊接弯头,管道管件/其他/焊接管件,连接: 焊接；角度: 90度；规格: 159,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3275,焊接90度弯头159
REVIEW-MAT-02095,C,medium,specs_conflict,灯座,电气与自动化/照明与报警/灯具,规格: E27,个,,存在低精度或人工复核标记，需要补齐信息。,确认品牌、型号、电气参数和安装/连接方式。,Sheet1:3276,E27灯座
REVIEW-MAT-02096,C,medium,needs_human_review,焊管,金属原材料/钢材型材/钢材型材,规格: 2寸；长度: 3m；类型: 焊管,根,,存在低精度或人工复核标记，需要补齐信息。,确认材质、规格尺寸和执行标准。,Sheet1:3277,焊管2寸*3m
REVIEW-MAT-02097,C,medium,low_precision_conflict,螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M16*60；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3278；Sheet1:3464,8.8级M16*60螺丝带平 弹垫；8.8级M16*60螺丝带平弹垫
REVIEW-MAT-02098,C,medium,low_precision_conflict,螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M20*60；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3279,8.8级M20*60螺丝带平 弹垫
REVIEW-MAT-02099,C,medium,missing_specs,潜水泵,设备备件与加工件/设备专用备件/设备备件,电压: 220V；功率: 370W；出口: 1寸,台,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:3280,潜水泵220V/370W-1寸出口
REVIEW-MAT-02100,C,medium,specs_conflict,不锈钢单向阀,阀门/其他/单向阀,材质: 304不锈钢；公称通径: DN50,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3281,304不锈钢单向阀DN50
REVIEW-MAT-02101,C,medium,specs_conflict,不锈钢内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；头型: 内六角；规格: M5*30；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3282,不锈钢内六角螺丝M5*30带平弹垫
REVIEW-MAT-02102,C,medium,specs_conflict,不锈钢内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；头型: 内六角；规格: M5*10；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3283,不锈钢内六角螺丝M5*10带平弹垫
REVIEW-MAT-02103,C,medium,specs_conflict,不锈钢内六角螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；头型: 内六角；规格: M5*16；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3284,不锈钢内六角螺丝M5*16带平弹垫
REVIEW-MAT-02104,C,medium,specs_conflict,不锈钢螺母,紧固件/螺纹紧固件/螺母垫圈,材质: 不锈钢；规格: M5,个,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3285,不锈钢M5螺母
REVIEW-MAT-02105,C,medium,needs_human_review,不锈钢螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,材质: 不锈钢；规格: M6*20；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3286,不锈钢M6*20螺丝带平弹垫
REVIEW-MAT-02106,C,medium,needs_human_review,脱漆剂,化工油漆胶粘/其他/脱漆剂,类型: 脱漆剂,瓶,,存在低精度或人工复核标记，需要补齐信息。,确认类型、品牌/型号、颜色和包装规格。,Sheet1:3287,脱漆剂
REVIEW-MAT-02107,C,medium,specs_conflict,加厚油布,工程建材/其他/油布,特征: 加厚；尺寸: 6m*6m,块,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级、尺寸和包装单位。,Sheet1:3288,加厚油布6m*6m
REVIEW-MAT-02108,C,medium,needs_human_review,高强度全螺纹丝杆,紧固件/其他/螺杆,强度等级: 10.9；规格: M12*1m；原始: 全芽,根,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3291,10.9级M12*1m全芽丝杆
REVIEW-MAT-02109,C,medium,specs_conflict,五点式安全带,安全防护/高处与水域防护/高处防护,类型: 五点式,副,,存在低精度或人工复核标记，需要补齐信息。,确认类型、规格、材质和安全等级。,Sheet1:3292,五点式安全带
REVIEW-MAT-02110,C,medium,low_precision_conflict,螺丝套件,紧固件/螺纹紧固件/螺丝螺栓,强度等级: 8.8；规格: M20*200；包含: 平垫+弹垫,套,,存在低精度或人工复核标记，需要补齐信息。,确认规格、材质/强度等级和单位。,Sheet1:3294,8.8级M20*200螺丝带平 弹垫
REVIEW-MAT-02111,C,medium,specs_conflict,镀锌外丝直接,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 6分；长度: 100mm,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3295,镀锌外丝直接6分*100mm
REVIEW-MAT-02112,C,medium,specs_conflict,不锈钢双外丝变径接头,管道管件/金属管件/钢制管件,材质: 304不锈钢；连接: 双外丝；规格: 2寸/1.5寸,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3296,304不锈钢双外丝变径2寸/1.5寸
REVIEW-MAT-02113,C,medium,specs_conflict,不锈钢双外丝变径接头,管道管件/金属管件/钢制管件,材质: 304不锈钢；连接: 双外丝；规格: 1.5寸/1.2寸,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3297,304不锈钢双外丝变径1.5寸/1.2寸
REVIEW-MAT-02114,C,medium,missing_specs,泥浆管接头加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；连接: 焊接；管径: Φ168；用途: 泥浆管,个,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:3298,加工焊接泥浆管接头Φ168
REVIEW-MAT-02115,C,medium,needs_human_review,轴向压力表,仪器仪表/其他/压力仪表,类型: 轴向；仪表: 压力表,个,,存在低精度或人工复核标记，需要补齐信息。,按默认规则补齐至少一个关键规格字段。,Sheet1:3300,轴向压力表
REVIEW-MAT-02116,C,medium,needs_human_review,PVC钢丝软管,管道管件/其他/塑料软管,材质: PVC；结构: 钢丝增强；规格: 1寸,米,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3301,PVC钢丝软管1寸
REVIEW-MAT-02117,C,medium,needs_human_review,卡箍,管道管件/管道紧固/管夹卡箍,规格: 50；类型: 卡箍,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3302,卡箍50
REVIEW-MAT-02118,C,medium,specs_conflict,镀锌外丝直接,管道管件/金属管件/镀锌管件,表面: 镀锌；连接: 外丝；规格: 1寸；长度: 100mm,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3303,镀锌外丝直接1寸*100mm
REVIEW-MAT-02119,C,medium,needs_human_review,镀锌变径接头,管道管件/金属管件/镀锌管件,表面: 镀锌；规格: 1寸/6分；类型: 大小头/变径,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3304,镀锌大小头1寸/6分
REVIEW-MAT-02120,C,medium,needs_human_review,不锈钢外丝变径接头,管道管件/金属管件/钢制管件,材质: 304不锈钢；连接: 外丝；规格: 6分/4分,个,,存在低精度或人工复核标记，需要补齐信息。,确认材质、口径/规格、连接方式和类型。,Sheet1:3305,304不锈钢外丝变径6分/4分
REVIEW-MAT-02121,C,medium,missing_specs,防护罩加工件,设备备件与加工件/金属加工件/金属加工件,加工: 是；尺寸: 1.2米*2.7米*0.8米,个,至少一个: 型号；规格；图号；适用设备；材质,未满足当前分组的关键规格模板。,确认型号、图号、适用设备和关键尺寸。,Sheet1:3306,加工防护罩1.2米*2.7米*0.8米
