编号	名称	规格	分组	单位	别名/土名	整理提示/依据
REVIEW-MAT-02198	高压水带	直径: Φ80；类型: 高压水带	管材/高压水带	米	高压水带Φ80	压力等级/材质缺失
REVIEW-MAT-02199	磁吸式软玻璃门帘	结构: 磁吸式；颜色: 透明；尺寸: 2.55m*1.46m；厚度: 3mm	行政后勤/门帘	付	磁吸式透明软玻璃门帘2.55m*1.46m*3mm	材质等级缺失
REVIEW-MAT-02200	铁丝	规格: 12#；材质: 铁	五金耗材/金属丝	KG	铁丝12#	表面处理/线径换算缺失
REVIEW-MAT-02201	氧气乙炔管卡箍	适配: 氧气/乙炔管；类型: 卡箍	焊接工具/气体软管配件	只	氧气 乙炔管卡箍	适配管径/材质缺失
REVIEW-MAT-02202	氧气减压阀	介质: 氧气；类型: 减压阀	焊接工具/气体仪表	只	氧气减压阀	状态：可合并；与3108同类，量程/接口缺失
REVIEW-MAT-02203	二氧化碳减压阀总成	介质: 二氧化碳；类型: 减压阀总成	焊接工具/气体仪表	套	二氧化碳减压阀总成	量程/接口/适配气瓶缺失
REVIEW-MAT-02204	记号笔	颜色: 黑色	办公用品/书写工具	支	黑色记号笔	状态：可合并；与2540同类，品牌/粗细缺失
REVIEW-MAT-02205	油漆	品牌: 立邦；颜色: 白色；包装: 18KG	油漆涂料/油漆	桶	立邦白色油漆18KG	状态：可合并；与2680同类，是否防锈漆/型号缺失 | 与2680同类，型号缺失
REVIEW-MAT-02206	滚筒伸缩杆	部件: 伸缩杆；适配: 滚筒	涂装工具/滚筒配件	根	滚筒伸缩杆	长度范围/接口缺失
REVIEW-MAT-02207	边角刷伸缩杆	部件: 伸缩杆；适配: 边角刷	涂装工具/刷子配件	根	边角刷伸缩杆	长度范围/接口缺失
REVIEW-MAT-02208	不锈钢割枪	品牌: 华凌；型号: 100#；特征: 加长型；材质: 不锈钢	焊接工具/气割工具	把	华凌加长型100#不锈钢割枪	适用气体/长度缺失
REVIEW-MAT-02209	铁灰斗	材质: 铁；类型: 灰斗	施工工具/灰斗	个	铁灰斗	容量/尺寸缺失
REVIEW-MAT-02210	警示反光胶带	品牌: 3M；用途: 警示；长度: 50m	安全标识/反光材料	卷	3M警示反光胶带50m	宽度/颜色缺失
REVIEW-MAT-02211	警示反光踢脚板	用途: 警示反光；宽度/高度: 30cm	安全标识/反光材料	米	警示反光踢脚板30cm	材质/颜色缺失
REVIEW-MAT-02212	建筑模板	原始: 黑膜板；颜色: 黑；尺寸: 1.22m*2.44m；厚度: 15mm	建筑材料/模板	块	黑膜板1.22m*2.44m*15mm	状态：可合并；与黑模板同类，材质/周转次数缺失
REVIEW-MAT-02213	方木	截面: 30*30；长度: 3m	建筑材料/木材	根	方木30*30*3m	木材等级/材质缺失
REVIEW-MAT-02214	加气块	尺寸: 200*300*600	建材/砌块	块	加气块200*300*600	强度等级/容重缺失
REVIEW-MAT-02215	自喷漆	品牌: 威粤；颜色: 白色；原始: 自动喷漆	油漆涂料/自喷漆	瓶	威粤白色自动喷漆	容量/色号缺失
REVIEW-MAT-02216	不锈钢防水挂锁	材质: 不锈钢；特性: 防水；类型: 通用挂锁	五金/锁具	把	不锈钢通用防水挂锁	状态：可建档 | 可合并；规格/锁梁尺寸缺失 | 与3444同类，规格缺失
REVIEW-MAT-02217	红花油	类型: 红花油	劳保/急救用品	瓶	红花油	品牌/容量缺失
REVIEW-MAT-02218	膨胀螺丝	规格: Φ10*80	紧固件/膨胀螺丝	支	膨胀螺丝Φ10*80	材质/表面处理缺失
REVIEW-MAT-02219	膨胀螺丝	规格: Φ10*110	紧固件/膨胀螺丝	支	膨胀螺丝Φ10*110	材质/表面处理缺失
REVIEW-MAT-02220	膨胀螺丝	规格: Φ12*80	紧固件/膨胀螺丝	支	膨胀螺丝Φ12*80	材质/表面处理缺失
REVIEW-MAT-02221	膨胀螺丝	规格: Φ8*70	紧固件/膨胀螺丝	支	膨胀螺丝Φ8*70	材质/表面处理缺失
REVIEW-MAT-02222	膨胀螺丝	规格: Φ8*90	紧固件/膨胀螺丝	支	膨胀螺丝Φ8*90	材质/表面处理缺失
REVIEW-MAT-02223	膨胀螺丝	规格: Φ12*110	紧固件/膨胀螺丝	支	膨胀螺丝Φ12*110	材质/表面处理缺失
REVIEW-MAT-02224	不锈钢门板插销	材质: 不锈钢；用途: 门板；类型: 插销	五金/门窗五金	付	不锈钢门板插销	尺寸/孔距缺失
REVIEW-MAT-02225	十字螺丝	头型: 十字；规格: Φ5*60	紧固件/螺丝	套	十字螺丝Φ5*60	材质/套件内容缺失
REVIEW-MAT-02226	螺丝套件	强度等级: 8.8；规格: M16*50；包含: 平垫+弹垫	紧固件/螺丝套件	套	8.8级M16*50螺丝带平弹垫	材质/螺母是否包含缺失
REVIEW-MAT-02227	螺丝套件	强度等级: 8.8；规格: M16*120；包含: 平垫+弹垫	紧固件/螺丝套件	套	8.8级M16*120螺丝带平弹垫	材质/螺母是否包含缺失
REVIEW-MAT-02228	螺丝杆	强度等级: 8.8；规格: M10*30	紧固件/螺杆	套	8.8级M10*30螺丝杆	是否套件/材质缺失
REVIEW-MAT-02229	防冻保温棉	特性: 防冻；规格: Φ50	保温材料/保温棉	根	防冻保温棉Φ50	厚度/材质/长度缺失
REVIEW-MAT-02230	电缆三角支架	结构: 三角支架；高度: 0.45m；用途: 电缆	电气/电缆支架	只	电缆三角支架高0.45m	材质/承载缺失
REVIEW-MAT-02231	雨鞋	品牌: 回力；尺码: 41码；配置: 带衬里	劳保耗材/雨具	双	41码回力雨鞋带衬里	材质/筒高缺失
REVIEW-MAT-02232	加厚油布	特征: 加厚；尺寸: 4m*4m	覆盖材料/油布	块	加厚油布4m*4m	材质/克重/防水等级缺失
REVIEW-MAT-02233	加厚油布	特征: 加厚；尺寸: 4m*8m	覆盖材料/油布	块	加厚油布4m*8m	材质/克重/防水等级缺失
REVIEW-MAT-02234	混凝土振动棒	型号/规格: 35型	施工设备/振动棒	根	35型振动棒	电压/长度/接口缺失
REVIEW-MAT-02235	锂电电钻套装	品牌: 东成；供电: 锂电；配置: 带螺丝刀套装	电动工具/手电钻	台	东成锂电电钻带螺丝刀套装	电压/电池配置缺失
REVIEW-MAT-02236	氧气检测表	介质: 氧气；类型: 检测表	仪表/气体检测仪表	只	氧气检测表	量程/精度缺失
REVIEW-MAT-02237	乙炔检测表	介质: 乙炔；类型: 检测表	仪表/气体检测仪表	只	乙炔检测表	量程/精度缺失
REVIEW-MAT-02238	吊装带	额定载荷: 1T；长度: 1.5m	吊装索具/吊带	根	吊带1T*1.5m	状态：可建档 | 可合并；材质/安全系数缺失 | 与3479同类，材质/安全系数缺失
REVIEW-MAT-02239	吊装带	额定载荷: 1T；长度: 1m	吊装索具/吊带	根	吊带1T*1m	材质/安全系数缺失
REVIEW-MAT-02240	高强度全螺纹螺丝套件	强度等级: 12.9；规格: M24*60；原始: 全芽；包含: 平垫+弹垫	紧固件/螺丝套件	套	12.9级M24*60全芽螺丝带平弹垫	`全芽`疑似全牙，螺母是否包含缺失
REVIEW-MAT-02241	抗振储气式压力表	特性: 抗振；结构: 储气式；类型: 压力表	仪表/压力仪表	只	抗振储气式压力表	量程/接口/表径缺失
REVIEW-MAT-02242	镀锌三通	表面: 镀锌；规格: 3寸；类型: 三通	管件/镀锌管件	只	镀锌三通3寸	材质/压力等级缺失
REVIEW-MAT-02243	镀锌弯头	表面: 镀锌；规格: 2寸；类型: 弯头	管件/镀锌管件	只	镀锌弯头2寸	状态：可合并；与3130同类，角度/压力等级缺失
REVIEW-MAT-02244	圆珠笔	类型: 圆珠笔	办公用品/书写工具	支	圆珠笔	颜色/品牌缺失
REVIEW-MAT-02245	记号笔	颜色: 白色	办公用品/书写工具	支	白色记号笔	品牌/粗细缺失
REVIEW-MAT-02246	焊机地线夹	适配: 焊机；类型: 地线夹	焊接工具/焊机配件	把	焊机地线夹	状态：可合并；与3136同类，电流等级缺失
REVIEW-MAT-02247	电缆	品牌: 起帆；规格: 3*4+1*2.5	电气/电线电缆	米	起帆电缆线3*4+1*2.5	型号/电压等级缺失
REVIEW-MAT-02248	不锈钢两片式球阀	品牌: 埃美柯；材质: 304；结构: 两片式；公称通径: DN50	阀门/球阀	只	埃美柯304两片式球阀DN50	压力等级/连接方式缺失
REVIEW-MAT-02249	焊接变径接头	连接: 焊接；规格: 325/159；类型: 变径接头	管件/焊接管件	只	焊接变径接头325/159	材质/壁厚/压力等级缺失
REVIEW-MAT-02250	合金两半扣	材质: 合金；规格: DN50；类型: 两半扣	液压/管路扣件	套	合金两半扣DN50	适配管件/压力等级缺失
REVIEW-MAT-02251	合金两半扣	材质: 合金；规格: DN80；类型: 两半扣	液压/管路扣件	套	合金两半扣DN80	适配管件/压力等级缺失
REVIEW-MAT-02252	钳形万用表	品牌: 世达；类型: 钳型万用表	仪表/电气仪表	只	世达钳型万用表	量程/精度缺失
REVIEW-MAT-02253	镀锌外丝六角直接	表面: 镀锌；连接: 外丝；结构: 六角；规格: 2寸	管件/镀锌管件	只	镀锌外丝六角直接2寸	材质/压力等级缺失
REVIEW-MAT-02254	混凝土振动棒	电压: 380V；直径: Φ50；长度: 6m	施工设备/振动棒	根	振动棒380V-Φ50-6m	功率/接口缺失
REVIEW-MAT-02255	镀锌钢丝绳	表面: 镀锌；直径: Φ12	吊装索具/钢丝绳	米	镀锌钢丝绳Φ12	结构/破断拉力缺失
REVIEW-MAT-02256	镀锌膨胀钩	表面: 镀锌；规格: M16*130	紧固件/膨胀件	只	镀锌膨胀钩M16*130	承载/材质缺失
REVIEW-MAT-02257	镀锌花兰螺丝	表面: 镀锌；规格: M14*350	紧固件/拉紧件	只	镀锌花兰螺丝m14*350	材质/标准缺失
REVIEW-MAT-02258	镀锌花兰扣	表面: 镀锌；规格: M14	紧固件/拉紧件	只	镀锌花兰扣m14	长度/结构缺失
REVIEW-MAT-02259	镀锌内丝直接	表面: 镀锌；连接: 内丝；规格: 2寸	管件/镀锌管件	只	镀锌内丝直接2寸	状态：可合并；与3504同类，材质/压力等级缺失
REVIEW-MAT-02260	电缆	品牌: 起帆；规格: 3*16+1*10	电气/电线电缆	米	起帆电缆线3*16+1*10	型号/电压等级/护套材质缺失
REVIEW-MAT-02261	圆头螺丝套件	规格: M5*70；头型: 圆头；包含: 平垫+弹垫	紧固件/螺丝套件	套	圆头螺丝m5*70带平 弹垫	材质/强度等级/螺母是否包含缺失
REVIEW-MAT-02262	不锈钢潜水搅拌机	材质: 304不锈钢；电压: 380V；功率: 4KW	环保设备/搅拌设备	台	304不锈钢潜水搅拌机380V-4KW	品牌/叶轮形式/安装方式缺失
REVIEW-MAT-02263	充电式LED强光手电筒	供电: 充电式；光源: LED；类型: 强光手电筒	工具/照明工具	只	充电式LED强光手电筒	状态：可合并；与3524同类，品牌/亮度/续航缺失 | 与3519同类，品牌/亮度/续航缺失
REVIEW-MAT-02264	塑料凳	材质: 塑料；特征: 加厚	行政后勤/家具用品	个	加厚塑料凳子	尺寸/承重缺失
REVIEW-MAT-02265	硅酸盐水泥	品牌: 海螺；强度等级: 42.5	建材/水泥	包	海螺42.5水泥	状态：可合并；与3380同类，类型/每包重量缺失 | 与3522同类，类型/每包重量缺失
REVIEW-MAT-02266	铁丝	规格: 14#	金属材料/铁丝	KG	铁丝14#	状态：可建档 | 可合并；材质/表面处理缺失 | 与3525同类，材质/表面处理缺失
REVIEW-MAT-02267	钢丝绳	直径: Φ20；长度: 6m	吊装索具/钢丝绳	根	钢丝绳Φ20*6m	结构/破断拉力/安全标准缺失
REVIEW-MAT-02268	插线板	品牌: 公牛；线长: 3m；结构: 双排	电气/插座插排	根	公牛3m双排插线板	孔位数/额定电流缺失，单位建议用只/个
REVIEW-MAT-02269	黄砂	材料: 黄砂	建材/砂石	吨	黄砂	状态：可合并；与3521同类，粒径/含泥量/用途缺失
REVIEW-MAT-02270	加气混凝土砌块	尺寸: 200*300*600	建材/砌块	块	加气块200*300*600	强度等级/密度等级缺失
REVIEW-MAT-02271	欧标转换插头	孔位: 5孔；功能: 带USB；标准: 欧标	电气/插头插座	只	5孔带USB欧标转换插头	额定电流/USB输出参数缺失
REVIEW-MAT-02272	劳动车轮胎套件	适配: 劳动车；包含: 车轮+实心车胎	搬运工具/手推车配件	套	劳动车轮+实心车胎	轮径/轴孔尺寸缺失
REVIEW-MAT-02273	实木方桌	材质: 实木；类型: 方桌	行政后勤/家具用品	张	实木方桌	尺寸/表面处理缺失
REVIEW-MAT-02274	B型槽钢	规格: 10#；型号: B型	金属材料/型材	米	10#B型槽钢	材质/执行标准缺失
REVIEW-MAT-02275	镀锌弯头	表面: 镀锌；规格: 6分；类型: 弯头	管件/镀锌管件	只	镀锌弯头6分	角度/压力等级缺失
REVIEW-MAT-02276	镀锌内丝直接	表面: 镀锌；连接: 内丝；规格: 6分	管件/镀锌管件	只	镀锌内丝直接6分	材质/压力等级缺失
REVIEW-MAT-02277	镀锌三通	表面: 镀锌；规格: 6分；类型: 三通	管件/镀锌管件	只	镀锌三通6分	材质/压力等级缺失
REVIEW-MAT-02278	镀锌角钢	表面: 镀锌；规格: 40*40	金属材料/型材	米	镀锌角铁40*40	厚度/材质/执行标准缺失
REVIEW-MAT-02279	碳钢焊条	品牌: 大西洋；型号: 422；直径: 3.2	焊接材料/焊条	箱	大西洋422型3.2焊条	每箱重量/执行标准缺失
REVIEW-MAT-02280	安全绳	直径: Φ16	安全防护/安全绳	米	安全绳Φ16	材质/承载/认证标准缺失
REVIEW-MAT-02281	高强度螺丝套件	强度等级: 8.8；规格: M16*70；包含: 平垫+弹垫	紧固件/螺丝套件	套	8.8级m16*70螺丝带平 弹垫	螺母是否包含/表面处理缺失
REVIEW-MAT-02282	开口铜鼻子	类型: 开口；材质: 铜；电流: 300A	电气/接线端子	只	开口铜鼻子300A	适配线径/镀层缺失
REVIEW-MAT-02283	开口铜鼻子	类型: 开口；材质: 铜；电流: 200A	电气/接线端子	只	开口铜鼻子200A	适配线径/镀层缺失
REVIEW-MAT-02284	开口铜鼻子	类型: 开口；材质: 铜；电流: 100A	电气/接线端子	只	开口铜鼻子100A	适配线径/镀层缺失
REVIEW-MAT-02285	铜接头	材质: 铜；适配线径: 150平方	电气/接线端子	只	铜接头150平方	类型/孔径/镀层缺失
REVIEW-MAT-02286	铜接头	材质: 铜；适配线径: 120平方	电气/接线端子	只	铜接头120平方	类型/孔径/镀层缺失
REVIEW-MAT-02287	铜接头	材质: 铜；适配线径: 95平方	电气/接线端子	只	铜接头95平方	类型/孔径/镀层缺失
REVIEW-MAT-02288	铜接头	材质: 铜；适配线径: 70平方	电气/接线端子	只	铜接头70平方	类型/孔径/镀层缺失
REVIEW-MAT-02289	对讲机	品牌: 小米；型号: 二代	通讯设备/对讲机	部	小米二代对讲机	状态：可合并；与3572/3603同类，频段/功率缺失 | 与3558同类，频段/功率缺失
REVIEW-MAT-02290	水泥钉	长度: 40mm	紧固件/钉类	盒	水泥钉40mm	直径/每盒数量缺失
REVIEW-MAT-02291	起重滑轮钩	品牌: 沪工；额定载荷: 1T	吊装索具/滑轮钩	只	沪工起重滑轮钩1T	轮数/安全认证缺失
REVIEW-MAT-02292	浮球阀	配线长度: 10m	阀门/液位控制阀	套	浮球阀带10m线	口径/电压/材质缺失
REVIEW-MAT-02293	下水裤	尺码: 44码	劳保用品/防水服	套	下水裤44码	材质/筒高缺失
REVIEW-MAT-02294	铝合金快速接头	材质: 铝合金；公称通径: DN50	管件/快速接头	套	铝合金快速接头DN50	接口形式/压力等级缺失
REVIEW-MAT-02295	防爆耐磨水带	特性: 防爆耐磨；公称通径: DN50	安全消防/水带	米	防爆耐磨水带DN50	压力等级/材质/接口缺失
REVIEW-MAT-02296	塑壳断路器	品牌: 常熟；型号: CM3E-630-3300	电气/断路器	只	常熟断路器CM3E-630-3300	极数/额定电流脱扣参数需确认
REVIEW-MAT-02297	LED声光报警器	光源: LED；电压: 24V	电气/报警器	只	LED声光报警器24V	声级/安装方式/防护等级缺失
REVIEW-MAT-02298	电源转换器	输入: 24V；输出: 12V；电流: 2A	电气/电源模块	只	电源转换器24V转12V2A	功率/接口/防护等级缺失
REVIEW-MAT-02299	透明收纳箱	颜色/透明度: 透明；容量: 80L	行政后勤/收纳用品	个	透明收纳箱80L	尺寸/材质缺失
REVIEW-MAT-02300	设备维修保养记录本	用途: 设备维修保养记录	办公用品/记录本	本	设备维修保养记录本	页数/规格缺失
REVIEW-MAT-02301	黄油嘴	螺纹: M6	润滑系统/黄油嘴	只	黄油嘴M6	角度/螺距缺失
REVIEW-MAT-02302	黄油嘴	螺纹: M8	润滑系统/黄油嘴	只	黄油嘴M8	角度/螺距缺失
REVIEW-MAT-02303	45度黄油嘴	角度: 45度；螺纹: M8	润滑系统/黄油嘴	只	黄油嘴45度M8	螺距/材质缺失
REVIEW-MAT-02304	45度黄油嘴	角度: 45度；螺纹: M12	润滑系统/黄油嘴	只	黄油嘴45度M12	螺距/材质缺失
REVIEW-MAT-02305	高压钢丝管	直径: Φ25；结构: 钢丝增强	液压气动/高压软管	米	高压钢丝管Φ25	压力等级/接口缺失
REVIEW-MAT-02306	梅开两用扳手	品牌: 世达；规格: 41#	手动工具/扳手	把	世达梅开两用扳手41#	材质/长度缺失
REVIEW-MAT-02307	不锈钢球阀	材质: 304；公称通径: DN20	阀门/球阀	只	304不锈钢球阀DN20	连接方式/压力等级缺失
REVIEW-MAT-02308	不锈钢球阀	材质: 304；公称通径: DN15	阀门/球阀	只	304不锈钢球阀DN15	连接方式/压力等级缺失
REVIEW-MAT-02309	黄油嘴	螺纹: M10	润滑系统/黄油嘴	只	黄油嘴M10	角度/螺距缺失
REVIEW-MAT-02310	黄油嘴	螺纹: M12	润滑系统/黄油嘴	只	黄油嘴M12	角度/螺距缺失
REVIEW-MAT-02311	45度黄油嘴	角度: 45度；螺纹: M6	润滑系统/黄油嘴	只	黄油嘴45度M6	螺距/材质缺失
REVIEW-MAT-02312	45度黄油嘴	角度: 45度；螺纹: M10	润滑系统/黄油嘴	只	黄油嘴45度M10	螺距/材质缺失
REVIEW-MAT-02313	不锈钢球阀	材质: 304；公称通径: DN10	阀门/球阀	只	304不锈钢球阀DN10	连接方式/压力等级缺失
REVIEW-MAT-02314	不锈钢球阀	材质: 304；公称通径: DN8	阀门/球阀	只	304不锈钢球阀DN8	连接方式/压力等级缺失
REVIEW-MAT-02315	电动油脂泵	电压: 380V；容量: 8L；出口数: 4出口	润滑系统/油脂泵	台	电动油脂泵380V-8L-4出口	品牌/压力/流量缺失
REVIEW-MAT-02316	铝合金梯	材质: 铝合金；特征: 加厚；高度: 4m	安全防护/登高工具	部	加厚铝合金梯子4m	承重/结构形式/安全认证缺失
REVIEW-MAT-02317	手提式LED探照灯	结构: 手提式；光源: LED	工具/照明工具	个	手提式探照灯LED	功率/亮度/续航缺失
REVIEW-MAT-02318	聚氨酯泡沫填缝剂	材质: 聚氨酯泡沫；用途: 填缝	化工辅料/密封填缝材料	瓶	聚氨酯泡沫填缝剂	品牌/容量/SDS缺失
REVIEW-MAT-02319	竹扫把	材质: 竹；规格: 大	清洁用品/扫把	把	大竹扫把	长度/宽度缺失
REVIEW-MAT-02320	塑料扫把	材质: 塑料	清洁用品/扫把	把	塑料扫把	规格/款式缺失
REVIEW-MAT-02321	帆布手套	材质: 帆布	劳保用品/手套	付	帆布手套	状态：可建档 | 可合并；规格/克重缺失 | 与3600同类，规格/克重缺失
REVIEW-MAT-02322	不锈钢电动法兰蝶阀	材质: 304；结构: 重体；驱动: 电动；连接: 法兰；公称通径: DN80	阀门/蝶阀	只	304不锈钢重体电动法兰蝶阀DN80	电压/压力等级/密封材质缺失
REVIEW-MAT-02323	二坑二槽钻头	品牌: 博世；柄型: 二坑二槽；规格: Φ10*160	工具耗材/钻头	支	博世二坑二槽钻头Φ10*160	材质/适用对象缺失
