候选词	建议物料族	处理建议	置信度	覆盖SKU数	覆盖标准名称数	当前物料族数	是否跨一级类目	主要分类	当前物料族	样例标准名称	样例SKU	说明
机滤	机滤	暂作为检索/属性候选	low	3	3	3	是	设备备件/通用机械备件:2；定制加工件/图纸件:1	离心机滤网；高压清洗机滤网；鼓风机滤芯	离心机滤网；高压清洗机滤网；鼓风机滤芯	SPARE-000115 鼓风机滤芯 规格：2寸；适用设备：鼓风机；CHEM-000091 高压清洗机滤网 规格：25mm；部件：滤网；MAT-000145 离心机滤网 定制：是；适配设备：离心机；尺寸：1.4米*0.31米*0.72米	有重复但族边界不够清晰，先不固化。
气管接	气管接	暂作为检索/属性候选	low	3	3	2	是	液压气动/气动接头:2；焊接切割/气瓶附件:1	气动接头；氧气管接头	氧气管接头；自锁气管接头公头；自锁气管接头螺母	PIPE-000172 氧气管接头 规格：8厘；适用气体：氧气；PIPE-000229 自锁气管接头公头 类型：自锁；部件：公头；PIPE-000230 自锁气管接头螺母 类型：自锁；部件：螺母	有重复但族边界不够清晰，先不固化。
气管接头	气管接头	暂作为检索/属性候选	low	3	3	2	是	液压气动/气动接头:2；焊接切割/气瓶附件:1	气动接头；氧气管接头	氧气管接头；自锁气管接头公头；自锁气管接头螺母	PIPE-000172 氧气管接头 规格：8厘；适用气体：氧气；PIPE-000229 自锁气管接头公头 类型：自锁；部件：公头；PIPE-000230 自锁气管接头螺母 类型：自锁；部件：螺母	有重复但族边界不够清晰，先不固化。
水壶	水壶	暂作为检索/属性候选	low	3	3	3	否	清洁办公后勤/生活用品:3	水壶；热水壶；电热水壶	水壶；热水壶；电热水壶	ADMIN-000001 热水壶 类型：热水壶；ADMIN-000003 水壶 材质：不锈钢；容量：6.5升；MAT-000061 电热水壶 品牌：苏泊尔	有重复但族边界不够清晰，先不固化。
水枪	水枪	暂作为检索/属性候选	low	3	3	3	是	设备备件/通用机械备件:2；工具量具/手动工具:1	高压水枪；高压水枪滤芯；高压水枪过滤总成	高压水枪；高压水枪滤芯；高压水枪过滤总成	SPARE-000021 高压水枪过滤总成 适用设备：高压水枪；类型：过滤总成；SPARE-000022 高压水枪滤芯 适用设备：高压水枪；类型：滤芯；TOOL-000044 高压水枪 材质：金属；类型：高压水枪	有重复但族边界不够清晰，先不固化。
注浆管	注浆管	暂作为检索/属性候选	low	3	3	2	否	管材管件阀门/管材:2；管材管件阀门/直接:1	直接/接头；管材	注浆管；注浆管套装；注浆管接头	PIPE-000085 注浆管 规格：DN25；PIPE-000309 注浆管接头 用途：注浆；部件：管头/接头；PIPE-000370 注浆管套装 长度：5米；套装：含配件	有重复但族边界不够清晰，先不固化。
浆管接	浆管接	暂作为检索/属性候选	low	3	3	2	是	定制加工件/管路接头:2；管材管件阀门/直接:1	定制管路接头；直接/接头	泥浆管接头；泥浆管接头加工件；注浆管接头	PIPE-000309 注浆管接头 用途：注浆；部件：管头/接头；PIPE-000339 泥浆管接头 加工：是；管径：Φ219；PIPE-000452 泥浆管接头加工件 定制：是；用途：泥浆管；连接：焊接；管径：Φ168	有重复但族边界不够清晰，先不固化。
浆管接头	浆管接头	暂作为检索/属性候选	low	3	3	2	是	定制加工件/管路接头:2；管材管件阀门/直接:1	定制管路接头；直接/接头	泥浆管接头；泥浆管接头加工件；注浆管接头	PIPE-000309 注浆管接头 用途：注浆；部件：管头/接头；PIPE-000339 泥浆管接头 加工：是；管径：Φ219；PIPE-000452 泥浆管接头加工件 定制：是；用途：泥浆管；连接：焊接；管径：Φ168	有重复但族边界不够清晰，先不固化。
浮球	浮球	暂作为检索/属性候选	low	3	3	2	是	管材管件阀门/阀门:2；电气电料/开关按钮:1	浮球液位开关；阀门	浮球液位开关；浮球阀；电浮球阀	PIPE-000278 电浮球阀 线长：10m；类型：电浮球阀；ELEC-000230 浮球液位开关 类型：浮球开关；线长：10m；PIPE-000488 浮球阀 配线长度：10m	有重复但族边界不够清晰，先不固化。
电子	电子	暂作为检索/属性候选	low	3	3	3	是	劳保防护/急救用品:1；化工胶粘涂料/清洗剂:1；工具量具/测量工具:1	电子清洗剂；电子秤；电子血压计	电子清洗剂；电子秤；电子血压计	SAFE-000032 电子血压计 品牌：鱼跃；类型：电子血压计；CHEM-000071 电子清洗剂 用途：电子元件清洗；TOOL-000157 电子秤 精度：高精度	有重复但族边界不够清晰，先不固化。
电柜	电柜	暂作为检索/属性候选	low	3	3	3	否	电气电料/电气辅材:3	不锈钢内外门电柜；电柜散热风机；电柜风扇防雨罩组合	不锈钢内外门电柜；电柜散热风机；电柜风扇防雨罩组合	ELEC-000184 电柜风扇防雨罩组合 用途：电柜；包含：风扇+防雨罩；电压：380V；ELEC-000189 电柜散热风机 用途：电柜散热；类型：风机；METAL-000126 不锈钢内外门电柜 材质：不锈钢；结构：内外门；尺寸：1000*650*450	有重复但族边界不够清晰，先不固化。
管片	管片	暂作为检索/属性候选	low	3	3	3	是	化工胶粘涂料/胶粘剂:1；化工胶粘涂料/密封材料:1；定制加工件/金属加工件:1	管片密封胶；管片强力胶；管片螺丝	管片密封胶；管片强力胶；管片螺丝	CHEM-000051 管片强力胶 用途：管片；类型：强力胶；CHEM-000082 管片密封胶 用途：管片密封；PIPE-000261 管片螺丝 定制：是；用途：管片	有重复但族边界不够清晰，先不固化。
线夹	线夹	暂作为检索/属性候选	low	3	3	3	否	焊接切割/焊割工具:3	地线夹；焊机地线夹；电焊机接线夹	地线夹；焊机地线夹；电焊机接线夹	WELD-000048 电焊机接线夹 适配设备：电焊机；部件：接线夹；TOOL-000294 地线夹 额定电流：500A；类型：地线夹；WELD-000063 焊机地线夹 适配设备：焊机；类型：地线夹	有重复但族边界不够清晰，先不固化。
给水	给水	暂作为检索/属性候选	low	3	3	1	否	管材管件阀门/管材:3	管材	PPR给水管；PVC给水管；UPVC给水管	PIPE-000029 PPR给水管 规格：32；用途：给水；PIPE-000068 UPVC给水管 品牌：公元；规格：32；材质：UPVC；用途：给水；PIPE-000091 PVC给水管 品牌：公元；规格：40；材质：PVC；用途：给水	有重复但族边界不够清晰，先不固化。
给水管	给水管	暂作为检索/属性候选	low	3	3	1	否	管材管件阀门/管材:3	管材	PPR给水管；PVC给水管；UPVC给水管	PIPE-000029 PPR给水管 规格：32；用途：给水；PIPE-000068 UPVC给水管 品牌：公元；规格：32；材质：UPVC；用途：给水；PIPE-000091 PVC给水管 品牌：公元；规格：40；材质：PVC；用途：给水	有重复但族边界不够清晰，先不固化。
缝管加	缝管加	暂作为检索/属性候选	low	3	3	2	否	定制加工件/管路接头:2；定制加工件/金属加工件:1	定制管路接头；无缝管加工件	单头外丝无缝管加工件；双外丝无缝管加工件；无缝管加工件	PIPE-000126 无缝管加工件 加工：是；规格：325*12；长度：12米；PIPE-000191 双外丝无缝管加工件 加工：是；材质/形态：无缝管；连接：两头外丝；PIPE-000210 单头外丝无缝管加工件 加工：是；形态：无缝管；连接：单头外丝	有重复但族边界不够清晰，先不固化。
缝管加工	缝管加工	暂作为检索/属性候选	low	3	3	2	否	定制加工件/管路接头:2；定制加工件/金属加工件:1	定制管路接头；无缝管加工件	单头外丝无缝管加工件；双外丝无缝管加工件；无缝管加工件	PIPE-000126 无缝管加工件 加工：是；规格：325*12；长度：12米；PIPE-000191 双外丝无缝管加工件 加工：是；材质/形态：无缝管；连接：两头外丝；PIPE-000210 单头外丝无缝管加工件 加工：是；形态：无缝管；连接：单头外丝	有重复但族边界不够清晰，先不固化。
耐磨	耐磨	暂作为检索/属性候选	low	3	3	3	是	焊接切割/焊接耗材:1；管材管件阀门/管材:1；安全消防/消防器材:1	管材；耐磨焊丝；防爆耐磨水带	耐磨水管；耐磨焊丝；防爆耐磨水带	WELD-000001 耐磨焊丝 型号/牌号：998；特性：高强度耐磨；PIPE-000279 耐磨水管 规格：50；特征：加厚、耐磨；SAFE-000131 防爆耐磨水带 特性：防爆耐磨；公称通径：DN50	有重复但族边界不够清晰，先不固化。
花兰	花兰	暂作为检索/属性候选	low	3	3	3	否	吊装索具/牵引捆绑:3	花兰螺丝；镀锌花兰扣；镀锌花兰螺丝	花兰螺丝；镀锌花兰扣；镀锌花兰螺丝	FAST-000088 花兰螺丝 规格：M14*200；类型：花兰螺丝；FAST-000121 镀锌花兰螺丝 表面处理：镀锌；规格：M14*350；MAT-000244 镀锌花兰扣 表面处理：镀锌；规格：M14	有重复但族边界不够清晰，先不固化。
草皮	草皮	暂作为检索/属性候选	low	3	3	3	否	建筑材料/装饰材料:3	人工草皮；背胶草皮；草皮	人工草皮；背胶草皮；草皮	CONST-000013 人工草皮 规格：3.0；颜色：绿色；CONST-000016 草皮 厚度/规格：3.0；特征：加厚；CHEM-000079 背胶草皮 厚度/规格：3.0；背胶：是	有重复但族边界不够清晰，先不固化。
蝴蝶	蝴蝶	暂作为检索/属性候选	low	3	3	3	是	吊装索具/卸扣:2；紧固件与连接件/卡扣:1	止水蝴蝶扣；蝴蝶扣；蝴蝶扣子母环	止水蝴蝶扣；蝴蝶扣；蝴蝶扣子母环	MAT-000049 止水蝴蝶扣 规格：16*600；MAT-000122 蝴蝶扣 额定载荷：15T；类型：蝴蝶扣；MAT-000212 蝴蝶扣子母环 额定载荷：15T；类型：蝴蝶扣子母环	有重复但族边界不够清晰，先不固化。
蝴蝶扣	蝴蝶扣	暂作为检索/属性候选	low	3	3	3	是	吊装索具/卸扣:2；紧固件与连接件/卡扣:1	止水蝴蝶扣；蝴蝶扣；蝴蝶扣子母环	止水蝴蝶扣；蝴蝶扣；蝴蝶扣子母环	MAT-000049 止水蝴蝶扣 规格：16*600；MAT-000122 蝴蝶扣 额定载荷：15T；类型：蝴蝶扣；MAT-000212 蝴蝶扣子母环 额定载荷：15T；类型：蝴蝶扣子母环	有重复但族边界不够清晰，先不固化。
蝶扣	蝶扣	暂作为检索/属性候选	low	3	3	3	是	吊装索具/卸扣:2；紧固件与连接件/卡扣:1	止水蝴蝶扣；蝴蝶扣；蝴蝶扣子母环	止水蝴蝶扣；蝴蝶扣；蝴蝶扣子母环	MAT-000049 止水蝴蝶扣 规格：16*600；MAT-000122 蝴蝶扣 额定载荷：15T；类型：蝴蝶扣；MAT-000212 蝴蝶扣子母环 额定载荷：15T；类型：蝴蝶扣子母环	有重复但族边界不够清晰，先不固化。
装袋	装袋	暂作为检索/属性候选	low	3	3	3	是	包装覆盖周转/包装袋:2；吊装索具/吊包:1	吊装袋；定制集装袋；集装袋	吊装袋；定制集装袋；集装袋	MAT-000077 集装袋 载重：1.5T；MAT-000098 定制集装袋 定制：是；尺寸：4*4米；载重：4T；结构：双层；MAT-000142 吊装袋 材质：丙纶纤维；尺寸：3米*3米；载荷：大吨位	有重复但族边界不够清晰，先不固化。
过滤	过滤	暂作为检索/属性候选	low	3	3	3	是	设备备件/通用机械备件:1；管材管件阀门/阀门:1；劳保防护/呼吸防护:1	阀门；防尘面罩过滤芯；高压水枪过滤总成	Y型法兰过滤器；防尘面罩过滤芯；高压水枪过滤总成	SPARE-000021 高压水枪过滤总成 适用设备：高压水枪；类型：过滤总成；PIPE-000186 Y型法兰过滤器 公称直径：DN80；结构：Y型；连接：法兰；SAFE-000099 防尘面罩过滤芯 品牌：3M；适配：防尘面罩；部件：过滤芯	有重复但族边界不够清晰，先不固化。
钢加	钢加	暂作为检索/属性候选	low	3	3	2	是	液压气动/液压接头:2；定制加工件/金属加工件:1	液压接头；角钢加工件	不锈钢加长弯头；不锈钢加长接头；角钢加工件	METAL-000019 不锈钢加长接头 规格：8*6；材质：不锈钢；特征：加长；PIPE-000045 不锈钢加长弯头 规格：8*6；材质：不锈钢；特征：加长；类型：弯头；SPARE-000133 角钢加工件 定制：是；规格：40角铁；长度：1.5米	有重复但族边界不够清晰，先不固化。
钢焊	钢焊	暂作为检索/属性候选	low	3	3	3	是	焊接切割/焊接耗材:2；定制加工件/金属加工件:1	不锈钢焊条；碳钢焊条；钢焊接件	不锈钢焊条；碳钢焊条；钢焊接件	SPARE-000088 钢焊接件 定制：是；尺寸：80*200；材质：钢；工艺：焊接；WELD-000056 不锈钢焊条 材质：不锈钢；直径：Φ2.5；WELD-000064 碳钢焊条 品牌：大西洋；型号：422；直径：3.2	有重复但族边界不够清晰，先不固化。
钳形	钳形	暂作为检索/属性候选	low	3	3	3	否	工具量具/检测仪器:3	钳形万用表；钳形电流表；钳形表	钳形万用表；钳形电流表；钳形表	TOOL-000161 钳形表 量程：2000A；ELEC-000227 钳形电流表 精度描述：高精度；量程：1000A；ELEC-000240 钳形万用表 品牌：世达；类型：钳形万用表	有重复但族边界不够清晰，先不固化。
铭牌	铭牌	暂作为检索/属性候选	low	3	3	3	否	定制加工件/标识铭牌:3	不锈钢铭牌；钢制铭牌；铭牌	不锈钢铭牌；钢制铭牌；铭牌	METAL-000029 不锈钢铭牌 定制：是；尺寸：250*180；材质：不锈钢；METAL-000108 钢制铭牌 定制：是；材质：钢制；MAT-000178 铭牌 定制：是；尺寸：70*40	有重复但族边界不够清晰，先不固化。
链条	链条	暂作为检索/属性候选	low	3	3	3	是	吊装索具/牵引捆绑:2；工具量具/手动工具:1	起重链条调节器；链条扳手；锰钢链条	起重链条调节器；链条扳手；锰钢链条	TOOL-000039 链条扳手 类型：链条扳手；METAL-000130 锰钢链条 材质：锰钢；规格：22mm；MAT-000211 起重链条调节器 额定载荷：15T；类型：调节器	有重复但族边界不够清晰，先不固化。
镂空	镂空	暂作为检索/属性候选	low	3	3	3	是	定制加工件/标识铭牌:2；工具量具/涂装工具:1	钢板镂空字体；镂空数字喷涂模板；镂空标识字牌	钢板镂空字体；镂空数字喷涂模板；镂空标识字牌	CONST-000026 镂空数字喷涂模板 字符：0-9；类型：镂空数字模板；CONST-000027 钢板镂空字体 定制：是；材质：钢板；工艺：线切割；字符：01-50；METAL-000120 镂空标识字牌 定制：是；材质：不锈钢；类型：标识字牌	有重复但族边界不够清晰，先不固化。
